SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,CNT_INSTALMENT,CNT_INSTALMENT_FUTURE,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
1437823,241687,-14,2.0,0.0,Completed,0,0
2700458,176345,-20,12.0,5.0,Active,0,0
1078295,124517,-10,18.0,18.0,Active,0,0
2066047,250888,-87,6.0,0.0,Completed,0,0
1536191,273286,-19,30.0,22.0,Active,0,0
1156927,251109,-7,12.0,10.0,Active,0,0
2077621,295459,-93,6.0,1.0,Active,0,0
2063152,272635,-12,6.0,1.0,Active,0,0
1542726,130639,-16,6.0,4.0,Active,0,0
1026135,340594,-23,24.0,23.0,Active,0,0
1847143,125417,-68,10.0,5.0,Active,0,0
1894057,204729,-63,5.0,2.0,Active,0,0
2733635,305749,-59,18.0,13.0,Active,0,0
1150210,389940,-34,10.0,5.0,Active,0,0
2224349,247484,-5,18.0,10.0,Active,0,0
2819245,443224,-1,60.0,54.0,Active,0,0
1869568,138216,-20,6.0,0.0,Completed,0,0
2037215,153324,-57,10.0,8.0,Active,0,0
1670609,308041,-9,6.0,0.0,Completed,0,0
1075442,259473,-10,60.0,50.0,Active,0,0
2282867,341898,-35,24.0,9.0,Active,0,0
1201632,110877,-19,1.0,0.0,Completed,0,0
1013178,290257,-5,6.0,4.0,Active,0,0
1619916,146769,-30,24.0,2.0,Active,0,0
1735583,162067,-55,14.0,6.0,Active,3,3
2506421,415633,-10,30.0,15.0,Active,0,0
2682689,347922,-9,12.0,10.0,Active,0,0
1461322,302180,-11,6.0,3.0,Active,0,0
1139998,324086,-32,24.0,11.0,Active,0,0
2784035,212262,-74,12.0,12.0,Signed,0,0
2665239,153432,-79,10.0,3.0,Active,0,0
1796774,161476,-16,16.0,14.0,Active,0,0
2578202,226058,-71,6.0,0.0,Active,0,0
1861001,331928,-9,24.0,15.0,Active,0,0
2378504,133430,-50,10.0,9.0,Active,0,0
2560746,456057,-13,12.0,5.0,Active,0,0
1532355,415510,-10,6.0,2.0,Active,0,0
2027875,158608,-57,6.0,3.0,Active,0,0
1135894,217407,-1,18.0,8.0,Active,0,0
2766190,426382,-85,6.0,5.0,Active,0,0
1861136,136973,-36,36.0,30.0,Active,0,0
1642577,173681,-4,24.0,19.0,Active,0,0
2102691,244580,-5,6.0,2.0,Active,0,0
1388495,455643,-10,6.0,2.0,Active,0,0
2318730,103074,-10,12.0,4.0,Active,0,0
2372288,443854,-24,12.0,3.0,Active,20,0
1518701,155636,-11,12.0,6.0,Active,0,0
1154314,275005,-4,6.0,1.0,Active,0,0
2116336,101381,-59,12.0,10.0,Active,0,0
1158441,138851,-26,12.0,10.0,Active,0,0
1562268,431373,-82,12.0,12.0,Active,0,0
1393953,444734,-31,24.0,9.0,Active,0,0
1772203,401893,-12,6.0,5.0,Active,0,0
1024397,146262,-8,12.0,12.0,Active,0,0
1085850,399896,-14,17.0,7.0,Active,0,0
1415429,116891,-34,6.0,6.0,Active,0,0
1644884,341130,-65,10.0,5.0,Active,0,0
2024561,128021,-12,12.0,8.0,Active,0,0
1667715,436248,-54,5.0,1.0,Active,0,0
1896049,193367,-6,24.0,4.0,Active,0,0
1492117,272165,-41,30.0,23.0,Active,0,0
1969133,272090,-21,,,Signed,0,0
1336111,140471,-93,8.0,6.0,Active,0,0
1132864,261999,-71,10.0,6.0,Active,0,0
1234028,251452,-16,18.0,9.0,Active,0,0
2429262,263764,-61,12.0,1.0,Active,9,9
1688644,362856,-26,18.0,9.0,Active,0,0
1283400,279728,-37,16.0,3.0,Active,0,0
2318273,309095,-58,12.0,10.0,Active,0,0
2643845,270528,-89,10.0,1.0,Active,0,0
2428959,122594,-20,18.0,7.0,Active,0,0
1319265,255522,-80,10.0,10.0,Active,0,0
2500675,261876,-20,36.0,30.0,Active,0,0
2451409,283568,-73,12.0,11.0,Active,0,0
2784141,327256,-34,24.0,23.0,Active,0,0
2721121,364439,-4,60.0,60.0,Active,0,0
1177159,168727,-34,18.0,15.0,Active,0,0
1381934,403667,-7,30.0,21.0,Active,0,0
2226029,424142,-34,30.0,21.0,Active,0,0
1462333,342735,-5,6.0,5.0,Active,0,0
1132857,171000,-9,24.0,3.0,Active,0,0
2645617,291322,-72,4.0,2.0,Active,0,0
2780293,121552,-22,12.0,12.0,Active,0,0
1945715,202497,-3,12.0,11.0,Active,0,0
1915728,398693,-91,10.0,6.0,Active,0,0
1792459,422797,-12,30.0,16.0,Active,0,0
2269472,250792,-11,36.0,19.0,Active,0,0
2310012,252210,-88,14.0,14.0,Active,0,0
1426969,350671,-26,12.0,11.0,Active,0,0
2386546,247237,-61,24.0,6.0,Active,0,0
1821314,427042,-75,8.0,3.0,Active,0,0
1143468,428092,-27,18.0,15.0,Active,0,0
1338313,126649,-75,12.0,9.0,Active,0,0
2027373,323199,-28,12.0,12.0,Active,0,0
2422184,119496,-23,6.0,0.0,Completed,0,0
2702255,155755,-56,24.0,24.0,Active,0,0
1629909,236860,-56,10.0,10.0,Active,0,0
1151548,400770,-16,12.0,6.0,Active,0,0
1639687,123545,-5,10.0,8.0,Active,0,0
1783734,350157,-52,17.0,0.0,Active,0,0
1396201,293351,-24,6.0,6.0,Active,0,0
1452779,395892,-2,11.0,3.0,Active,0,0
1052284,277493,-88,13.0,8.0,Active,0,0
2682229,125696,-63,9.0,9.0,Active,0,0
1179665,295696,-87,10.0,6.0,Active,0,0
2164920,440753,-19,30.0,26.0,Active,0,0
2490938,348598,-71,12.0,12.0,Active,0,0
2747920,354479,-21,24.0,22.0,Active,0,0
2481581,393483,-37,12.0,12.0,Active,0,0
1397847,126884,-73,6.0,6.0,Active,0,0
2741694,234053,-22,48.0,44.0,Active,0,0
2784834,450805,-22,18.0,10.0,Active,0,0
2631350,311197,-12,12.0,11.0,Active,0,0
1233970,135738,-23,12.0,9.0,Active,0,0
2270185,226463,-14,36.0,28.0,Active,0,0
2424637,157285,-20,6.0,5.0,Active,0,0
1973502,136750,-21,12.0,10.0,Active,0,0
1111777,138332,-85,7.0,7.0,Active,0,0
2560741,361248,-43,18.0,18.0,Active,0,0
1536813,220165,-38,18.0,8.0,Active,0,0
1998632,352429,-75,12.0,9.0,Active,0,0
2532407,372534,-79,9.0,6.0,Active,0,0
1887172,285379,-64,12.0,10.0,Active,0,0
2745132,285201,-65,6.0,1.0,Active,0,0
2412339,104290,-69,12.0,8.0,Active,0,0
1186576,122898,-27,4.0,0.0,Active,0,0
2162771,387138,-24,42.0,39.0,Active,0,0
2192426,316482,-50,10.0,0.0,Completed,0,0
1158487,278542,-9,18.0,8.0,Active,0,0
2508049,108950,-70,9.0,9.0,Active,0,0
2053338,208542,-52,5.0,4.0,Active,0,0
2263412,103024,-55,5.0,1.0,Active,0,0
1652085,412177,-25,6.0,5.0,Active,0,0
1136371,140057,-37,6.0,3.0,Active,0,0
2371999,288462,-61,10.0,0.0,Active,1302,0
1800958,391570,-12,24.0,15.0,Active,0,0
1945779,343633,-82,6.0,0.0,Active,0,0
2077881,417069,-34,12.0,11.0,Active,0,0
2149924,302504,-15,18.0,13.0,Active,0,0
2538186,337641,-36,6.0,6.0,Active,0,0
1798742,277273,-19,12.0,2.0,Active,0,0
1685609,167998,-61,5.0,1.0,Active,0,0
2821691,248467,-38,12.0,5.0,Active,0,0
2179684,196677,-83,10.0,0.0,Completed,0,0
1052515,287810,-7,42.0,29.0,Active,0,0
2004351,137468,-23,24.0,18.0,Active,0,0
2762405,414237,-48,24.0,24.0,Signed,0,0
1230752,276857,-63,12.0,9.0,Active,0,0
2265965,227538,-38,24.0,22.0,Active,0,0
2327576,155721,-10,6.0,4.0,Active,0,0
2746604,373130,-11,10.0,3.0,Active,0,0
2674630,429715,-70,24.0,14.0,Active,0,0
2027682,113568,-15,24.0,6.0,Active,0,0
1876709,252686,-29,12.0,10.0,Active,0,0
1798045,164940,-59,12.0,1.0,Active,0,0
2487300,172120,-31,48.0,42.0,Active,0,0
2747693,142083,-24,10.0,2.0,Active,0,0
1076120,259303,-77,10.0,4.0,Active,0,0
2095452,278025,-14,12.0,9.0,Active,0,0
2048718,292322,-24,6.0,3.0,Active,0,0
2101030,378224,-24,30.0,11.0,Active,0,0
1931940,173028,-37,24.0,10.0,Active,0,0
1435066,426992,-38,12.0,3.0,Active,0,0
1154197,190650,-76,6.0,2.0,Active,0,0
1037596,395829,-2,30.0,17.0,Active,0,0
1243741,186788,-13,24.0,16.0,Active,0,0
2653207,158088,-17,23.0,9.0,Active,0,0
2241222,191488,-17,12.0,9.0,Active,0,0
1134237,374159,-10,42.0,26.0,Active,0,0
1249519,416055,-90,4.0,0.0,Active,0,0
2398012,364463,-58,14.0,14.0,Active,0,0
1281028,128041,-49,6.0,0.0,Active,1575,0
1531542,352219,-23,6.0,5.0,Active,0,0
1169147,329691,-19,12.0,11.0,Active,0,0
1347652,424586,-52,16.0,11.0,Active,0,0
1170360,283252,-75,12.0,8.0,Active,0,0
1878695,150744,-18,12.0,11.0,Active,0,0
2263041,140008,-21,24.0,24.0,Active,0,0
2395741,219694,-33,12.0,12.0,Active,0,0
2681758,207854,-82,24.0,20.0,Active,0,0
2205197,157998,-10,12.0,11.0,Active,0,0
1386816,157140,-4,12.0,7.0,Active,0,0
2700486,262900,-23,24.0,23.0,Active,0,0
2070798,411010,-19,24.0,16.0,Active,0,0
2843267,364030,-17,12.0,12.0,Active,0,0
1761660,287902,-30,4.0,3.0,Active,0,0
1044545,128122,-29,12.0,3.0,Active,0,0
2237869,274513,-44,24.0,19.0,Active,0,0
1746225,133994,-38,24.0,7.0,Active,0,0
1746773,353888,-26,12.0,9.0,Active,0,0
1169198,256373,-41,10.0,4.0,Active,0,0
2394577,174268,-8,6.0,3.0,Active,0,0
1370630,178852,-19,36.0,27.0,Active,0,0
1084261,258711,-6,12.0,2.0,Active,0,0
1467120,441558,-16,18.0,12.0,Active,0,0
1897127,223992,-38,12.0,5.0,Active,0,0
2194791,336401,-12,36.0,24.0,Active,0,0
1819708,327437,-66,12.0,5.0,Active,0,0
1692213,121411,-81,12.0,10.0,Active,0,0
1765816,424902,-7,24.0,22.0,Active,0,0
2807729,194032,-12,42.0,21.0,Active,0,0
2016743,194695,-2,36.0,17.0,Active,0,0
2167270,450147,-41,6.0,6.0,Active,0,0
1391954,140603,-67,12.0,7.0,Active,0,0
1233454,411144,-27,36.0,29.0,Active,0,0
2087298,328085,-48,5.0,3.0,Active,0,0
2310489,298717,-91,10.0,6.0,Active,0,0
1258422,453261,-81,6.0,1.0,Active,0,0
2539632,449584,-41,12.0,2.0,Active,0,0
2385879,212703,-37,10.0,10.0,Active,0,0
2387674,267117,-32,8.0,0.0,Completed,0,0
1010248,110026,-45,12.0,0.0,Completed,0,0
2756564,146969,-8,6.0,4.0,Active,0,0
2528099,167376,-66,12.0,9.0,Active,0,0
1369914,305763,-10,36.0,34.0,Active,0,0
2536941,329360,-24,24.0,20.0,Active,0,0
2617366,442894,-49,12.0,8.0,Active,0,0
2498895,249793,-20,10.0,0.0,Completed,0,0
2610679,200208,-49,11.0,12.0,Signed,0,0
2539814,214224,-79,11.0,9.0,Active,0,0
2306128,142771,-32,12.0,10.0,Active,0,0
2309147,163377,-63,12.0,3.0,Active,0,0
1874283,405772,-44,24.0,12.0,Active,0,0
2253669,428638,-34,24.0,4.0,Active,0,0
1057331,108592,-11,7.0,0.0,Completed,0,0
2428384,296707,-7,6.0,0.0,Active,0,0
1258125,397628,-25,10.0,4.0,Active,0,0
2702996,400545,-11,10.0,0.0,Completed,0,0
2206362,322213,-35,6.0,6.0,Active,0,0
2066267,432018,-71,6.0,6.0,Active,0,0
1149270,293297,-1,36.0,31.0,Active,0,0
2131458,448267,-31,10.0,7.0,Active,0,0
2742165,305181,-31,9.0,0.0,Completed,0,0
1774631,278148,-24,12.0,2.0,Active,0,0
1538549,342137,-9,24.0,23.0,Active,0,0
1033352,362787,-36,24.0,16.0,Active,0,0
1003313,315704,-35,12.0,5.0,Active,0,0
2130126,243754,-55,12.0,11.0,Active,0,0
1280442,321406,-3,12.0,9.0,Active,0,0
1027530,278456,-12,24.0,24.0,Active,0,0
1525482,339732,-64,11.0,3.0,Active,0,0
1740670,366847,-41,12.0,12.0,Active,0,0
1280447,177618,-7,6.0,1.0,Active,0,0
2116496,422050,-4,36.0,26.0,Active,0,0
2107800,450792,-9,18.0,11.0,Active,0,0
2130576,435978,-9,6.0,6.0,Active,0,0
1780177,444509,-48,10.0,2.0,Active,0,0
2730309,203974,-85,12.0,3.0,Active,0,0
1749926,303467,-82,10.0,9.0,Active,0,0
2824332,228005,-60,10.0,2.0,Active,0,0
1769603,147553,-72,10.0,0.0,Completed,0,0
1824786,363350,-54,10.0,10.0,Active,0,0
1872344,326510,-69,12.0,4.0,Active,0,0
2688193,338173,-14,48.0,24.0,Active,0,0
1655921,220856,-79,10.0,0.0,Completed,0,0
2560754,275196,-11,25.0,11.0,Active,0,0
1821309,449418,-68,10.0,3.0,Active,0,0
1901926,241386,-39,24.0,14.0,Active,0,0
2784464,430120,-8,2.0,0.0,Completed,0,0
2583982,353217,-17,12.0,4.0,Active,0,0
2242240,442671,-14,12.0,12.0,Active,0,0
2155017,246465,-5,5.0,0.0,Active,0,0
2152552,424915,-21,10.0,8.0,Active,0,0
2171508,226647,-5,12.0,9.0,Active,0,0
1596486,279964,-68,10.0,5.0,Active,0,0
1816660,284492,-90,24.0,20.0,Active,20,0
1257128,337920,-27,24.0,16.0,Active,0,0
2174624,327438,-11,24.0,3.0,Active,0,0
1574546,400524,-13,6.0,6.0,Signed,0,0
2220475,216448,-20,24.0,22.0,Active,0,0
2432009,399463,-44,12.0,7.0,Active,0,0
1937918,426945,-92,10.0,3.0,Active,0,0
2348110,113241,-52,12.0,10.0,Active,0,0
2069133,308335,-15,6.0,5.0,Active,0,0
1517804,401096,-67,18.0,6.0,Active,0,0
2366809,281313,-21,42.0,34.0,Active,0,0
1725664,117877,-45,10.0,0.0,Completed,0,0
1461508,444764,-9,18.0,12.0,Active,0,0
1537031,141910,-81,6.0,2.0,Active,0,0
1077776,365323,-13,10.0,7.0,Active,0,0
2167944,339038,-2,10.0,3.0,Active,0,0
1946083,298258,-4,4.0,2.0,Active,0,0
1276902,371863,-57,10.0,1.0,Active,0,0
2186402,179809,-43,8.0,0.0,Completed,0,0
1287885,447065,-96,12.0,0.0,Active,0,0
1067470,109629,-3,24.0,9.0,Active,0,0
2653280,139484,-9,10.0,5.0,Active,0,0
1320492,142915,-46,10.0,2.0,Active,0,0
1856399,202782,-22,30.0,19.0,Active,0,0
1445324,429244,-59,12.0,2.0,Active,0,0
2399359,111561,-45,12.0,7.0,Active,0,0
1080205,223056,-60,6.0,0.0,Active,351,0
1460203,174808,-27,36.0,25.0,Active,0,0
2408387,183945,-22,3.0,0.0,Completed,0,0
2104442,447501,-7,6.0,0.0,Completed,0,0
2340787,341599,-34,24.0,6.0,Active,0,0
2424393,198913,-25,30.0,28.0,Active,0,0
1435982,320933,-42,10.0,5.0,Active,0,0
2560957,448901,-60,12.0,2.0,Active,0,0
2474544,379465,-72,7.0,0.0,Active,0,0
2474602,288888,-25,36.0,36.0,Active,0,0
1029913,176437,-30,6.0,3.0,Active,0,0
2192793,207086,-8,12.0,4.0,Active,0,0
1260165,350439,-11,60.0,55.0,Active,0,0
1509631,369499,-85,3.0,0.0,Active,0,0
1363655,328820,-21,12.0,11.0,Active,0,0
2697376,289872,-37,24.0,21.0,Active,0,0
2413616,125341,-28,12.0,6.0,Active,0,0
1334751,159093,-3,36.0,19.0,Active,0,0
1514352,229643,-49,24.0,23.0,Active,0,0
1236900,253728,-6,48.0,31.0,Active,0,0
1618879,189450,-9,12.0,8.0,Active,0,0
2126363,260461,-27,24.0,17.0,Active,0,0
2179377,298690,-13,12.0,10.0,Active,0,0
1436492,184682,-80,4.0,3.0,Active,0,0
1982374,446374,-4,6.0,6.0,Active,0,0
1864728,123057,-8,12.0,12.0,Active,0,0
1319388,330866,-9,6.0,5.0,Active,0,0
2082980,398066,-45,12.0,4.0,Active,0,0
1721800,108374,-2,24.0,6.0,Active,0,0
1544325,206561,-53,14.0,10.0,Active,0,0
2509094,145512,-91,10.0,0.0,Completed,0,0
1181401,117137,-26,3.0,0.0,Completed,0,0
1530697,186336,-84,6.0,2.0,Active,0,0
1645411,190272,-80,10.0,0.0,Active,0,0
2398121,426626,-8,24.0,15.0,Active,0,0
1305111,345362,-29,5.0,0.0,Active,0,0
2332458,447337,-2,10.0,3.0,Active,0,0
2709264,306972,-38,24.0,18.0,Active,0,0
1144793,290134,-48,24.0,20.0,Active,0,0
1012903,359808,-29,12.0,9.0,Active,0,0
1209474,296994,-9,12.0,8.0,Active,0,0
1769011,306016,-26,6.0,0.0,Completed,0,0
2177422,373522,-29,14.0,10.0,Active,0,0
1382578,243760,-69,10.0,0.0,Completed,0,0
1043162,297744,-8,24.0,5.0,Active,0,0
2645578,196329,-14,12.0,12.0,Active,0,0
1062921,184889,-40,12.0,10.0,Active,0,0
2108023,415067,-39,12.0,2.0,Active,0,0
2174549,144706,-56,12.0,6.0,Active,0,0
1535947,168815,-24,24.0,21.0,Active,0,0
1389070,377297,-20,10.0,3.0,Active,0,0
1818486,167439,-2,5.0,0.0,Completed,0,0
1901372,110569,-68,9.0,4.0,Active,0,0
2553048,406863,-19,24.0,8.0,Active,0,0
1956209,167291,-21,36.0,31.0,Active,0,0
2172953,399327,-63,5.0,0.0,Active,0,0
1880548,366276,-33,18.0,12.0,Active,0,0
2194484,338350,-23,36.0,35.0,Active,0,0
1790697,114243,-10,18.0,11.0,Active,0,0
1289263,124846,-10,48.0,46.0,Active,0,0
2204560,161133,-3,36.0,20.0,Active,0,0
1922945,178197,-17,10.0,10.0,Active,0,0
1942056,255205,-20,36.0,28.0,Active,0,0
1125453,438290,-53,16.0,2.0,Active,0,0
1289392,254593,-27,24.0,23.0,Active,0,0
1951760,142705,-26,36.0,19.0,Active,0,0
1240025,142733,-9,30.0,17.0,Active,0,0
1951796,324284,-19,12.0,12.0,Active,0,0
1823045,269805,-27,12.0,8.0,Active,0,0
1651730,106858,-6,60.0,58.0,Active,0,0
1886926,265042,-84,10.0,2.0,Active,0,0
1440436,170792,-12,8.0,8.0,Active,0,0
1688523,267337,-16,24.0,2.0,Active,0,0
1815567,448948,-46,24.0,19.0,Active,0,0
2522870,211441,-43,24.0,23.0,Active,0,0
2429327,188975,-72,12.0,1.0,Active,0,0
1901398,418357,-87,9.0,2.0,Active,0,0
1102414,404891,-10,12.0,1.0,Active,0,0
1312516,285496,-37,4.0,1.0,Active,0,0
1431117,435485,-46,12.0,9.0,Active,0,0
1052730,279994,-53,10.0,6.0,Active,0,0
2567031,435064,-5,24.0,11.0,Active,0,0
2168743,415807,-13,36.0,36.0,Active,0,0
2568097,277079,-34,18.0,15.0,Active,0,0
2661036,336159,-80,12.0,11.0,Active,0,0
1535818,436544,-11,18.0,11.0,Active,0,0
2595350,316247,-12,14.0,0.0,Completed,0,0
2137934,128380,-22,12.0,12.0,Active,0,0
2716989,307358,-60,9.0,8.0,Active,0,0
2525333,293003,-29,24.0,16.0,Active,0,0
1396585,276332,-45,36.0,34.0,Active,0,0
1283261,347817,-16,17.0,1.0,Active,0,0
2584840,290047,-8,24.0,23.0,Active,0,0
1810351,223204,-7,12.0,0.0,Completed,0,0
2178600,417266,-10,12.0,2.0,Active,0,0
1449518,362661,-76,12.0,11.0,Active,0,0
2115820,216862,-23,12.0,5.0,Active,0,0
1016688,112837,-26,12.0,10.0,Active,0,0
1108142,365117,-44,9.0,0.0,Completed,0,0
2746374,406466,-40,6.0,5.0,Active,0,0
2506522,167204,-64,11.0,10.0,Active,0,0
2283407,274573,-24,10.0,6.0,Active,0,0
1028023,230530,-36,12.0,1.0,Active,0,0
1621693,119626,-80,6.0,1.0,Active,0,0
1690784,392669,-20,14.0,11.0,Active,0,0
2716387,304905,-96,12.0,8.0,Active,0,0
1121774,381155,-10,60.0,58.0,Active,0,0
1243660,449285,-63,12.0,8.0,Active,2,0
2508521,256394,-49,12.0,7.0,Active,0,0
1267086,121417,-14,37.0,18.0,Active,0,0
1104206,157277,-41,10.0,5.0,Active,0,0
2674125,214512,-3,42.0,23.0,Active,0,0
1530998,189311,-26,10.0,3.0,Active,0,0
2079114,419050,-21,36.0,35.0,Active,0,0
2414996,147804,-13,24.0,6.0,Active,0,0
1088764,230299,-47,12.0,11.0,Active,0,0
1974999,246364,-6,12.0,3.0,Active,3,3
1110555,445168,-36,24.0,21.0,Active,7,7
1100263,367167,-68,6.0,5.0,Active,0,0
1921876,131059,-54,12.0,1.0,Active,0,0
2697000,413035,-60,10.0,1.0,Active,0,0
2028165,231820,-6,48.0,46.0,Active,0,0
2327862,371340,-10,12.0,8.0,Active,0,0
1963557,182971,-55,12.0,8.0,Active,0,0
2571734,334318,-46,4.0,4.0,Active,0,0
2318036,281185,-39,10.0,0.0,Active,0,0
2546706,332418,-91,10.0,7.0,Active,0,0
2478904,440549,-45,10.0,0.0,Active,0,0
1108234,109746,-87,5.0,0.0,Completed,0,0
1183506,159764,-9,12.0,10.0,Active,0,0
2329408,179300,-6,12.0,10.0,Active,0,0
1004671,402049,-7,6.0,4.0,Active,0,0
2562848,218112,-87,10.0,9.0,Active,0,0
2623236,140210,-14,12.0,2.0,Active,0,0
1474705,415161,-43,12.0,3.0,Active,0,0
1237500,349987,-17,6.0,1.0,Active,0,0
1565260,133530,-15,12.0,1.0,Active,0,0
2630934,185645,-71,36.0,18.0,Active,0,0
1040102,115391,-21,12.0,3.0,Active,0,0
2293975,322354,-85,11.0,6.0,Active,0,0
1367280,329340,-56,7.0,7.0,Signed,0,0
1740852,273997,-23,12.0,10.0,Active,0,0
1822614,332204,-24,36.0,25.0,Active,0,0
1046021,170548,-28,12.0,4.0,Active,0,0
1153576,319040,-16,12.0,0.0,Completed,0,0
1009049,168218,-17,12.0,10.0,Active,0,0
2206483,401421,-9,18.0,5.0,Active,0,0
2327416,229054,-35,12.0,7.0,Active,0,0
2452911,252414,-14,12.0,6.0,Active,0,0
1249080,377854,-2,36.0,15.0,Active,0,0
2813106,286985,-66,11.0,8.0,Active,0,0
2233922,376833,-20,36.0,28.0,Active,0,0
1101667,439697,-15,3.0,1.0,Active,0,0
1154129,254721,-70,12.0,12.0,Active,0,0
1719623,279295,-9,24.0,1.0,Active,0,0
2014136,449286,-17,42.0,39.0,Active,0,0
1698044,289749,-34,24.0,0.0,Completed,0,0
1531353,427941,-47,12.0,7.0,Active,0,0
1575019,321784,-8,12.0,1.0,Active,0,0
1555876,217539,-42,,,Signed,0,0
1785460,271368,-7,12.0,8.0,Active,0,0
1130756,392683,-45,6.0,3.0,Active,0,0
1681979,264675,-23,3.0,0.0,Completed,0,0
1002459,231631,-59,12.0,10.0,Active,0,0
2438255,266297,-21,36.0,32.0,Active,0,0
2253754,257631,-13,30.0,13.0,Active,0,0
1770949,401133,-4,12.0,6.0,Active,0,0
2314138,118101,-2,6.0,4.0,Active,0,0
1263099,132617,-47,4.0,3.0,Active,0,0
1495752,255395,-25,12.0,6.0,Active,0,0
1701814,104786,-54,8.0,1.0,Active,0,0
2475638,303331,-33,24.0,21.0,Active,0,0
1831085,233238,-27,36.0,20.0,Active,0,0
2467058,249865,-4,24.0,12.0,Active,0,0
2831677,235953,-38,18.0,4.0,Active,0,0
2803307,304201,-8,12.0,8.0,Active,0,0
2094530,265307,-40,24.0,4.0,Active,0,0
1055604,359092,-66,10.0,3.0,Active,0,0
1448334,384232,-72,6.0,6.0,Active,0,0
2274292,348281,-91,6.0,1.0,Active,0,0
1327703,378967,-90,8.0,4.0,Active,0,0
2127394,330521,-49,24.0,0.0,Completed,980,0
2414063,437102,-11,14.0,0.0,Completed,0,0
2505118,140425,-63,12.0,11.0,Active,0,0
1488576,257043,-14,42.0,35.0,Active,0,0
1313563,411827,-35,9.0,0.0,Active,0,0
2562744,211560,-1,10.0,5.0,Active,0,0
2177723,344320,-2,12.0,2.0,Active,0,0
1664039,288476,-23,6.0,4.0,Active,0,0
2120613,146660,-37,18.0,15.0,Active,0,0
2126902,220083,-87,9.0,0.0,Active,0,0
1606941,181801,-17,18.0,13.0,Active,0,0
2309313,416098,-46,10.0,2.0,Active,0,0
2746711,216866,-43,15.0,1.0,Active,0,0
1445356,187358,-5,12.0,11.0,Active,0,0
1493296,266450,-48,12.0,3.0,Active,0,0
2154373,410345,-8,12.0,12.0,Active,0,0
2245527,276126,-8,48.0,41.0,Active,0,0
2821907,298064,-72,24.0,9.0,Active,0,0
1536980,225295,-2,24.0,9.0,Active,0,0
2437811,419415,-25,6.0,6.0,Active,0,0
1765679,382649,-4,36.0,12.0,Active,0,0
2464844,194678,-6,12.0,8.0,Active,0,0
1282283,432659,-44,12.0,12.0,Active,0,0
1311480,351856,-26,24.0,18.0,Active,0,0
1480728,402400,-23,18.0,5.0,Active,0,0
2524264,225594,-36,12.0,8.0,Active,0,0
2035171,250402,-16,12.0,11.0,Active,0,0
2334887,359931,-39,24.0,18.0,Active,0,0
1290953,295388,-2,6.0,0.0,Active,20,0
1414817,139138,-20,10.0,9.0,Active,0,0
