SK_ID_PREV,SK_ID_CURR,NUM_INSTALMENT_VERSION,NUM_INSTALMENT_NUMBER,DAYS_INSTALMENT,DAYS_ENTRY_PAYMENT,AMT_INSTALMENT,AMT_PAYMENT
1088313,219774,1.0,1,-1782.0,-1787.0,18702.495,18702.495
2392930,423655,1.0,2,-840.0,-865.0,6306.525,6306.525
2258098,353567,0.0,13,-1952.0,-1952.0,71685.0,71685.0
2568350,173720,2.0,5,-1560.0,-1562.0,60281.28,60281.28
1460803,370048,1.0,2,-2425.0,-2422.0,13526.775,13526.775
1041901,160093,0.0,99,-565.0,-565.0,165.87,165.87
1435693,183077,1.0,13,-171.0,-182.0,22197.825,22197.825
1251752,250896,1.0,4,-1652.0,-1652.0,17001.765,17001.765
2763601,258685,1.0,3,-47.0,-70.0,16337.25,16337.25
2568300,413283,1.0,9,-1010.0,-1045.0,4893.525,4771.8
1891127,160580,1.0,22,-636.0,-638.0,20542.185,20542.185
1410393,390619,2.0,10,-328.0,-335.0,12983.625,12983.625
1423866,375662,1.0,4,-2187.0,-2217.0,4116.105,4116.105
1486001,409032,1.0,2,-568.0,-568.0,17415.0,17415.0
2121101,136741,1.0,10,-781.0,-782.0,8115.57,8115.57
1617441,397533,1.0,4,-258.0,-265.0,4029.66,4029.66
1330876,373105,1.0,10,-120.0,-152.0,8699.76,8699.76
2251446,217440,1.0,17,-500.0,-527.0,12443.58,12443.58
2619300,214188,1.0,19,-695.0,-701.0,53029.935,53029.935
1251322,141661,0.0,96,-971.0,-971.0,1189.125,1189.125
1598485,100143,0.0,18,-2497.0,-2497.0,4500.0,4500.0
2586235,114148,2.0,5,-360.0,-388.0,30878.235,30878.235
2190581,378362,2.0,7,-2054.0,-2062.0,169004.52,169004.52
1008179,354637,1.0,5,-2159.0,-2162.0,8995.905,8995.905
1473597,268043,1.0,5,-1943.0,-1955.0,4226.22,4226.22
2613847,439674,1.0,5,-1158.0,-1199.0,7412.895,7412.895
2205953,400685,1.0,8,-522.0,-526.0,14601.375,14601.375
1693365,428114,1.0,9,-393.0,-392.0,113231.295,98700.75
1420615,389414,0.0,64,-1503.0,-1503.0,215.19,215.19
1121641,137464,1.0,21,-592.0,-602.0,21528.495,21528.495
2056345,420010,1.0,15,-472.0,-474.0,25026.48,25026.48
1129315,440822,1.0,16,-235.0,-240.0,6752.7,6752.7
1077127,229358,1.0,5,-318.0,-329.0,6436.44,6436.44
2668771,348275,1.0,21,-281.0,-281.0,33643.845,33643.845
2272450,432832,1.0,3,-1304.0,-1319.0,8681.49,8681.49
2154994,346009,1.0,5,-878.0,-896.0,12643.74,12643.74
1109486,314193,1.0,3,-744.0,-743.0,16447.635,16447.635
2382713,400916,2.0,23,-656.0,-768.0,13695.525,13695.525
2049313,254572,1.0,4,-2412.0,-2435.0,7146.63,7146.63
2729390,372397,0.0,6,-543.0,-543.0,678.6,678.6
2257950,367779,1.0,15,-24.0,-31.0,15068.745,15068.745
2346579,444836,1.0,8,-1051.0,-1051.0,50031.0,50031.0
1730982,260460,0.0,63,-1307.0,-1323.0,4500.0,4500.0
2527289,209838,1.0,7,-2137.0,-2141.0,5054.085,5054.085
2486482,420612,2.0,15,-1221.0,-1220.0,12502.035,12502.035
1231527,338593,1.0,1,-205.0,-220.0,10294.2,10294.2
1389052,128150,1.0,7,-486.0,-487.0,4915.935,4915.935
1839765,368134,1.0,11,-72.0,-73.0,17422.965,22869.0
1915297,331676,0.0,96,-1799.0,-1770.0,67.5,54.36
2825077,109643,1.0,3,-586.0,-587.0,27704.97,27704.97
2584383,336072,0.0,65,-1777.0,-1777.0,1125.0,1125.0
1389180,292235,1.0,1,-1768.0,-1779.0,19923.345,19923.345
2158131,345323,1.0,4,-761.0,-776.0,3278.52,3278.52
1715021,196460,0.0,14,-2806.0,-2830.0,4050.0,4050.0
1139720,429943,1.0,7,-1543.0,-1541.0,10832.76,10813.32
2430327,138597,3.0,5,-468.0,-487.0,58606.29,58606.29
2704497,426903,1.0,3,-827.0,-840.0,10634.31,10634.31
1368722,173618,0.0,8,-723.0,-723.0,2441.295,2441.295
1460748,365994,6.0,105,-386.0,-367.0,4302.36,4302.36
1261495,243060,0.0,58,-723.0,-732.0,5625.0,5625.0
1531331,127197,0.0,71,-999.0,-999.0,114.03,114.03
2161682,423350,1.0,6,-2303.0,-2322.0,5246.01,292.32
1727525,165999,1.0,7,-1621.0,-1629.0,11460.735,11460.735
2491290,149689,1.0,4,-573.0,-560.0,11746.8,7410.465
1147242,193379,2.0,16,-830.0,-855.0,104879.79,104879.79
2640933,388498,0.0,56,-1404.0,-1404.0,214.785,214.785
1694092,368773,1.0,1,-332.0,-340.0,18911.565,18911.565
2447851,185706,0.0,28,-2305.0,-2316.0,4500.0,4500.0
2192265,313660,1.0,3,-52.0,-58.0,5871.87,5871.87
2002357,198714,1.0,2,-379.0,-411.0,4332.915,4332.915
1002126,284052,1.0,7,-2787.0,-2781.0,6294.87,6291.0
2541561,128892,1.0,6,-1183.0,-1184.0,3348.72,3348.72
1721478,254441,1.0,6,-432.0,-453.0,48950.685,48950.685
2154074,439312,1.0,3,-1690.0,-1726.0,5753.025,12.915
1435407,329682,0.0,59,-1618.0,-1619.0,5625.0,5625.0
1567391,439130,0.0,23,-159.0,-169.0,4505.625,4505.625
1928599,425786,1.0,4,-314.0,-328.0,13626.855,13626.855
2707230,224800,1.0,1,-2231.0,-2241.0,2480.805,2480.805
1752108,315899,1.0,9,-580.0,-585.0,10976.94,10976.94
1160709,353508,1.0,4,-1920.0,-1929.0,4581.585,4581.585
1385356,235822,0.0,49,-1154.0,-1154.0,1294.65,1294.65
2307679,449501,0.0,3,-1612.0,-1612.0,9450.0,9450.0
1312171,122158,1.0,2,-2270.0,-2279.0,4734.54,4734.54
1561287,396834,0.0,45,-2073.0,-2073.0,2250.0,2250.0
2369095,229359,1.0,8,-447.0,-457.0,8407.935,8407.935
2671351,180248,1.0,6,-420.0,-427.0,14214.42,14214.42
1541589,369468,1.0,4,-1603.0,-1626.0,5908.725,5908.725
2538094,408077,1.0,26,-496.0,-501.0,8956.125,8956.125
2806325,296975,1.0,5,-2298.0,-2304.0,4821.84,4821.84
2060518,401266,1.0,10,-490.0,-490.0,19025.1,19025.1
2106602,324315,1.0,3,-1580.0,-1586.0,5668.335,5668.335
1475000,320810,1.0,3,-2524.0,-2541.0,9428.985,9428.985
2778317,446786,1.0,5,-1506.0,-1538.0,24395.49,787.95
1365317,398960,1.0,5,-405.0,-411.0,8314.335,8314.335
1692372,145638,1.0,2,-1340.0,-1345.0,9696.6,9696.6
1241543,400774,1.0,10,-1871.0,-1874.0,1991.79,1991.79
1645532,164651,0.0,39,-1274.0,-1284.0,6750.0,6750.0
2083100,274535,0.0,23,-2216.0,-2229.0,9000.0,9000.0
1233379,415840,1.0,6,-299.0,-308.0,22978.89,22978.89
1585627,361145,0.0,85,-844.0,-844.0,4367.565,4367.565
2428197,154351,0.0,84,-999.0,-999.0,21.555,21.555
2813274,297835,1.0,12,-1538.0,-1558.0,4674.78,15.525
2713280,224735,1.0,12,-707.0,-713.0,6323.895,6323.895
2571248,349192,1.0,8,-2097.0,-2097.0,2728.485,2728.485
2832111,150167,1.0,7,-335.0,-344.0,4341.78,4341.78
2575420,428569,0.0,92,-409.0,-409.0,951.705,951.705
1368479,184837,1.0,3,-863.0,-864.0,25992.54,25992.54
1183204,398258,1.0,4,-879.0,-889.0,31275.81,31275.81
1208286,250444,2.0,101,-884.0,-687.0,1350.0,1350.0
2383562,437522,1.0,6,-1236.0,-1246.0,5863.14,5863.14
2137321,122410,0.0,36,-1587.0,-1576.0,2250.0,2250.0
1843199,369835,0.0,39,-1942.0,-1942.0,211.41,211.41
1286882,382811,0.0,44,-1580.0,-1580.0,4050.0,4050.0
2363602,186044,2.0,5,-572.0,-585.0,9346.455,9346.455
1799905,430767,0.0,45,-1868.0,-1868.0,2013.75,2013.75
2387756,362728,1.0,7,-2191.0,-2210.0,10492.02,2369.7
1245157,226638,1.0,1,-1565.0,-1576.0,3821.67,3821.67
2095466,132120,2.0,13,-321.0,-322.0,34173.045,34173.045
1921069,172600,1.0,16,-908.0,-904.0,20121.3,20114.325
2283988,218284,1.0,14,-620.0,-621.0,16720.2,16720.2
1232556,358605,1.0,14,-2081.0,-2073.0,8318.7,8214.885
1545009,419757,1.0,2,-1010.0,-1024.0,9365.22,9348.12
1870650,172092,1.0,5,-645.0,-646.0,13860.18,13860.18
2427590,322091,1.0,12,-965.0,-968.0,6853.23,6853.23
2194560,315892,1.0,4,-379.0,-381.0,6769.71,6769.71
1361049,377627,1.0,9,-73.0,-111.0,22497.66,22497.66
2317011,204058,0.0,52,-1758.0,-1758.0,2.52,2.52
1760480,318768,4.0,10,-365.0,-366.0,549188.19,549188.19
1397722,164625,1.0,3,-2232.0,-2247.0,6715.935,6715.935
1780290,344371,1.0,25,-28.0,-33.0,4951.215,4951.215
2498720,281206,1.0,8,-1520.0,-1534.0,15203.565,15203.565
2460176,257273,1.0,2,-771.0,-794.0,14570.55,14570.55
1338230,424983,2.0,19,-393.0,-407.0,16600.455,16600.455
1256487,366288,0.0,15,-2428.0,-2441.0,9000.0,9000.0
1163856,377776,1.0,4,-1145.0,-1155.0,15713.055,15713.055
2759428,353554,1.0,13,-2727.0,-2751.0,6543.0,37.8
2665265,294676,1.0,3,-174.0,-182.0,12252.78,12252.78
1496997,415107,0.0,48,-1691.0,-1691.0,1393.695,1393.695
2258070,189808,1.0,20,-1150.0,-1207.0,2767.635,2767.635
2110824,129974,0.0,28,-2135.0,-2135.0,1860.705,1860.705
2759244,292945,0.0,19,-105.0,-106.0,4359.6,4359.6
2490900,349087,1.0,3,-528.0,-559.0,8228.475,6043.05
2592850,448114,0.0,71,-996.0,-996.0,227.655,227.655
1314077,424152,1.0,4,-319.0,-385.0,4298.67,4298.67
1399019,316088,0.0,71,-674.0,-674.0,5625.0,5625.0
1995197,352342,0.0,1,-2389.0,-2409.0,3375.0,3375.0
1486745,328481,0.0,76,-1710.0,-1710.0,9000.0,9000.0
1750305,285616,1.0,1,-1923.0,-1931.0,3670.695,3670.695
1182331,435988,1.0,1,-646.0,-657.0,33932.34,33932.34
2807176,305636,1.0,11,-1635.0,-1631.0,4013.505,4013.505
2268656,407158,1.0,10,-2026.0,-2015.0,3318.12,3306.6
1697741,368573,1.0,7,-539.0,-556.0,29804.895,29804.895
2111179,328597,0.0,22,-257.0,-257.0,3513.51,3513.51
1385962,376618,0.0,8,-307.0,-307.0,190.8,190.8
1133422,279178,1.0,3,-2470.0,-2461.0,5107.32,5107.14
2630227,428697,1.0,10,-1058.0,-1061.0,5818.5,5818.5
1974535,296064,0.0,55,-1261.0,-1246.0,6750.0,6750.0
1208540,307094,1.0,8,-1711.0,-1725.0,22156.65,22156.65
1919343,238337,1.0,7,-1032.0,-1053.0,10611.675,1362.15
2819013,439336,0.0,2,-324.0,-324.0,239.085,239.085
2208117,453580,0.0,102,-149.0,-149.0,53.145,53.145
1318523,328893,1.0,2,-2574.0,-2569.0,7869.015,7817.175
1751299,281839,0.0,33,-1928.0,-1928.0,796.32,796.32
1455739,208873,0.0,30,-2285.0,-2285.0,152.415,152.415
1716197,309517,1.0,8,-1420.0,-1471.0,22135.815,9.135
1302321,310831,0.0,60,-1618.0,-1618.0,65.565,65.565
1262408,334280,0.0,14,-2451.0,-2451.0,225.0,225.0
2157981,414208,1.0,4,-1141.0,-1154.0,10994.715,10994.715
1377155,288172,1.0,10,-169.0,-186.0,4141.665,4141.665
1497347,263573,1.0,6,-278.0,-285.0,33512.085,33512.085
2665713,171113,8.0,6,-250.0,-255.0,6742.485,13032.0
1604929,212497,1.0,2,-533.0,-552.0,43397.685,43397.685
1430918,123371,1.0,11,-98.0,-104.0,27180.0,27180.0
1375638,314552,0.0,83,-1084.0,-1084.0,436.95,436.95
1050979,199443,1.0,4,-887.0,-897.0,9190.35,9190.35
1137077,383623,0.0,64,-97.0,-97.0,311.715,311.715
2100340,108068,1.0,2,-1538.0,-1559.0,2833.155,2827.845
2411536,155755,1.0,11,-1069.0,-1070.0,27635.04,27635.04
1569034,263673,0.0,14,-2876.0,-2884.0,10800.0,10800.0
1685066,239492,1.0,5,-786.0,-788.0,19626.435,19626.435
1093367,145685,0.0,48,-2682.0,-2682.0,3150.0,3150.0
2006940,304506,1.0,1,-555.0,-578.0,3595.545,3595.545
1848001,330241,1.0,2,-443.0,-453.0,10854.135,10854.135
1846818,144410,1.0,23,-139.0,-140.0,16248.42,16248.42
1288176,208269,1.0,1,-2448.0,-2457.0,9218.16,9218.16
1519014,121805,0.0,44,-1432.0,-1432.0,13.59,13.59
1751684,404662,1.0,10,-836.0,-864.0,26705.07,26705.07
1366794,329541,1.0,1,-1068.0,-1066.0,51796.125,51793.74
1038809,220144,0.0,114,-1079.0,-1079.0,795.87,795.87
2096371,308069,1.0,10,-668.0,-673.0,43732.44,43732.44
1413593,191560,1.0,3,-523.0,-550.0,19924.56,45021.42
1029177,329126,1.0,17,-15.0,-18.0,4416.345,4416.345
2496787,238823,1.0,6,-1678.0,-1681.0,14910.435,14910.435
1919799,341213,1.0,4,-1807.0,-1814.0,7449.975,7449.975
2235913,185744,1.0,8,-2358.0,-2358.0,17504.055,17504.055
2130987,260557,3.0,8,-361.0,-392.0,37370.43,37370.43
1605414,346865,0.0,40,-1798.0,-1818.0,11250.0,11250.0
2179059,281309,0.0,129,-804.0,-804.0,9000.0,9000.0
2608333,380729,1.0,3,-923.0,-929.0,11936.16,11936.16
1183464,114462,1.0,9,-1640.0,-1652.0,1540.035,1540.035
1839015,236460,0.0,1,-1829.0,-1829.0,4725.0,4725.0
1406831,448280,0.0,72,-634.0,-636.0,4725.0,4725.0
2617630,277409,0.0,7,-581.0,-581.0,225.0,225.0
1180190,187958,1.0,1,-651.0,-654.0,29440.8,29440.8
1135145,168205,1.0,5,-2089.0,-2100.0,3687.3,3687.3
2513493,314807,0.0,34,-242.0,-242.0,1581.795,1581.795
1369342,419437,0.0,107,-516.0,-516.0,9000.0,9000.0
1846982,273985,1.0,6,-2712.0,-2715.0,9368.46,9368.46
2018635,306124,1.0,12,-313.0,-309.0,23153.985,23089.455
1026193,314762,1.0,10,-1178.0,-1206.0,7625.655,7625.655
1436380,420086,1.0,2,-2565.0,-2595.0,5246.01,5246.01
2105880,142222,1.0,11,-1316.0,-1328.0,22064.4,22064.4
1646667,369535,0.0,52,-1746.0,-1746.0,119.16,119.16
2362389,445686,1.0,21,-106.0,-110.0,6740.595,6740.595
1545200,156883,0.0,48,-1644.0,-1644.0,166.68,166.68
2630849,330098,1.0,8,-2319.0,-2323.0,14753.52,14703.3
1385204,215833,1.0,11,-389.0,-390.0,22414.05,22414.05
1377664,359397,1.0,4,-2168.0,-2184.0,2502.63,2502.63
1716516,333180,0.0,53,-1163.0,-1163.0,2779.56,2779.56
1139167,356623,2.0,11,-1084.0,-1261.0,14219.91,14219.91
2308266,150570,0.0,79,-1212.0,-1212.0,13500.0,13500.0
1180635,233435,1.0,2,-1426.0,-1439.0,1576.935,1576.935
1248960,249467,1.0,4,-1554.0,-1562.0,15703.515,15703.515
2334678,361707,0.0,32,-2533.0,-2533.0,4.275,4.275
1207400,149662,1.0,3,-439.0,-450.0,23584.77,23584.77
2601522,299967,1.0,7,-1051.0,-1085.0,7238.925,7238.925
1424239,252765,0.0,30,-833.0,-833.0,404.415,404.415
2181430,346762,1.0,1,-559.0,-565.0,3218.76,3218.76
1911723,133677,0.0,4,-214.0,-214.0,279227.7,279227.7
1907764,405797,5.0,9,-319.0,-324.0,8175.825,8175.825
1911518,189890,1.0,20,-391.0,-394.0,22331.7,22331.7
2642407,326282,1.0,9,-2176.0,-2146.0,6161.4,82.755
1574414,121968,0.0,115,-434.0,-434.0,34.425,34.425
2658808,149167,1.0,6,-53.0,-60.0,4927.32,4927.32
2691365,257663,1.0,4,-1158.0,-1174.0,13570.425,13570.425
2428793,269153,1.0,5,-958.0,-958.0,10911.96,10911.96
1440972,242536,0.0,17,-2143.0,-2153.0,6750.0,6750.0
1939974,372901,6.0,5,-219.0,-236.0,37930.455,37930.455
1729673,404980,3.0,14,-429.0,-431.0,13233.465,13233.465
1012927,194648,4.0,12,-140.0,-168.0,3099.69,2377.17
2629195,356705,1.0,9,-199.0,-206.0,13737.78,13737.78
1127347,405188,1.0,7,-2786.0,-2786.0,5530.5,5530.5
2259136,160469,1.0,6,-799.0,-826.0,7592.4,7592.4
2341088,198431,1.0,6,-601.0,-618.0,17122.59,17122.59
1285627,342669,1.0,10,-400.0,-404.0,4505.76,14643.0
1560463,277447,1.0,5,-2329.0,-2345.0,5450.49,5450.49
1798315,267587,1.0,22,-964.0,-957.0,9752.355,9679.455
2435737,234915,1.0,10,-110.0,-108.0,5519.61,5519.61
2211224,130147,1.0,11,-447.0,-443.0,20251.8,20134.755
1237138,296637,1.0,12,-190.0,-212.0,12508.29,12508.29
2029384,417084,1.0,2,-1300.0,-1301.0,10679.13,10679.13
1305004,394306,0.0,9,-2287.0,-2287.0,315.945,315.945
2730447,422187,1.0,7,-1307.0,-1315.0,2371.23,2371.23
1283675,364968,1.0,11,-583.0,-613.0,10777.275,208.89
1531952,265299,2.0,11,-553.0,-568.0,20157.75,20157.75
1366445,201556,1.0,12,-1100.0,-1133.0,7196.625,7196.625
2133367,110305,0.0,24,-1937.0,-1937.0,12260.16,12260.16
2015603,280665,0.0,16,-2073.0,-2073.0,5625.0,5625.0
1356259,342623,0.0,24,-2623.0,-2632.0,9000.0,9000.0
2480021,373391,1.0,44,-269.0,-269.0,18669.87,18669.87
1718133,433913,0.0,43,-664.0,-664.0,352.98,352.98
1905120,154656,1.0,5,-608.0,-616.0,12596.535,12596.535
2012038,420129,1.0,1,-637.0,-644.0,3680.46,3680.46
2826945,218047,0.0,128,-9.0,-9.0,2700.0,2700.0
2803976,172451,0.0,98,-901.0,-910.0,3375.0,3375.0
1902899,283934,1.0,4,-892.0,-900.0,33249.735,33249.735
2362885,106405,1.0,2,-7.0,-15.0,6965.64,6965.64
1907649,181972,0.0,50,-407.0,-412.0,15265.215,415.215
1945484,214972,1.0,14,-434.0,-445.0,10980.315,10980.315
1029376,319332,1.0,3,-820.0,-827.0,18857.07,18857.07
1031736,203123,1.0,3,-59.0,-59.0,23341.995,23341.995
2350301,218320,1.0,5,-297.0,-297.0,21709.125,21709.125
1895071,175509,1.0,10,-2507.0,-2507.0,5902.785,5902.785
2075519,304310,0.0,4,-2655.0,-2655.0,4500.0,4500.0
1764647,296688,1.0,3,-527.0,-537.0,23086.845,23086.845
2362280,397526,0.0,36,-2725.0,-2725.0,905.805,905.805
1537292,224454,0.0,20,-2395.0,-2395.0,158.265,158.265
1518950,261015,1.0,5,-2379.0,-2379.0,5974.335,5974.335
2305107,256612,1.0,1,-1734.0,-1740.0,4543.065,4543.065
2682982,449633,0.0,15,-2580.0,-2589.0,5625.0,5625.0
2611082,284863,1.0,3,-2539.0,-2539.0,2405.205,2405.205
1315672,151576,0.0,16,-2528.0,-2547.0,9000.0,9000.0
1783621,450857,1.0,4,-1021.0,-1021.0,18847.71,18847.71
1032717,287795,1.0,6,-1017.0,-1033.0,12059.1,3.69
1945102,257230,0.0,40,-151.0,-151.0,1381.23,1381.23
2092590,367304,0.0,32,-28.0,-29.0,6903.045,6903.045
2077357,320845,1.0,9,-17.0,-29.0,13085.055,13085.055
1005507,384305,0.0,116,-489.0,-489.0,2250.0,2250.0
1008977,102234,1.0,20,-428.0,-427.0,13912.605,13912.605
1496388,449395,1.0,4,-1780.0,-1777.0,10717.92,10717.92
1237576,223985,0.0,5,-2544.0,-2544.0,560.25,560.25
1980856,121917,0.0,73,-1358.0,-1358.0,4080.51,4080.51
1386346,319551,0.0,9,-1023.0,-1028.0,8903.025,8903.025
2270764,352174,1.0,10,-48.0,-55.0,6183.63,6183.63
1799619,381112,1.0,2,-385.0,-415.0,5934.78,5934.78
1485879,369555,1.0,16,-269.0,-298.0,5490.45,5490.45
1235050,297060,0.0,53,-1340.0,-1340.0,9919.935,9919.935
2675400,407027,0.0,61,-78.0,-78.0,474.705,474.705
1536990,115940,1.0,18,-200.0,-209.0,9908.955,9908.955
1660478,199424,1.0,2,-654.0,-660.0,20542.185,20542.185
1026703,375899,0.0,10,-2086.0,-2086.0,2250.0,2250.0
2537716,227271,1.0,3,-162.0,-156.0,4777.695,4415.31
1521899,300689,1.0,12,-286.0,-290.0,22197.825,22197.825
2804281,344841,1.0,9,-2463.0,-2493.0,5621.22,848.295
2032161,226042,0.0,40,-463.0,-466.0,9411.66,9411.66
2288058,454329,1.0,1,-1233.0,-1241.0,4871.025,4871.025
1327982,422307,1.0,8,-1853.0,-1830.0,7437.51,16.92
2233630,280259,2.0,24,-500.0,-537.0,23325.435,23325.435
1720445,365220,0.0,13,-2658.0,-2662.0,3375.0,3375.0
2293867,303875,1.0,3,-2424.0,-2431.0,11423.7,11423.07
1714444,313188,1.0,4,-2729.0,-2741.0,6482.61,6482.61
2819636,159669,1.0,21,-284.0,-298.0,63314.235,63314.235
1302010,142704,0.0,19,-2749.0,-2746.0,5400.0,5400.0
2271735,233992,1.0,4,-2400.0,-2462.0,8907.165,8907.165
1414139,174963,1.0,12,-153.0,-177.0,3508.875,3508.875
2824522,226959,0.0,20,-103.0,-108.0,8679.285,8679.285
1574067,446638,1.0,11,-377.0,-379.0,74444.715,74444.715
2137430,100139,1.0,1,-318.0,-341.0,19138.095,19138.095
2571615,390893,1.0,5,-50.0,-59.0,5840.91,5840.91
2204293,149605,0.0,11,-2203.0,-2203.0,4500.0,4500.0
2206851,363304,1.0,6,-756.0,-779.0,13044.105,13044.105
1498931,290892,1.0,7,-662.0,-673.0,62323.335,62323.335
2057112,314555,0.0,12,-207.0,-211.0,15260.67,15260.67
1437364,432695,1.0,1,-682.0,-689.0,3146.895,3146.895
2050602,110267,1.0,1,-2408.0,-2429.0,8694.9,8694.9
2318022,335162,1.0,5,-390.0,-406.0,23844.78,112500.0
2462327,276828,0.0,17,-2338.0,-2338.0,597.465,597.465
2644304,319357,8.0,11,-11.0,-15.0,58028.895,58028.895
1847900,195919,0.0,14,-124.0,-120.0,10613.205,10613.205
1312278,113022,1.0,2,-1296.0,-1305.0,20841.48,20841.48
1456908,285528,1.0,4,-830.0,-831.0,17713.125,17713.125
1141748,164715,1.0,5,-341.0,-349.0,9974.61,9974.61
2303768,123251,0.0,124,-1014.0,-1016.0,8100.0,8100.0
1219655,380703,2.0,4,-2142.0,-2157.0,123814.8,123814.8
2841762,305339,0.0,68,-1363.0,-1363.0,18000.0,18000.0
2690944,450301,1.0,1,-2011.0,-2020.0,3728.835,3728.835
2589188,290082,1.0,9,-2905.0,-2904.0,11700.36,11620.08
1392370,342952,0.0,15,-2666.0,-2666.0,1482.57,1482.57
2539371,317285,1.0,7,-408.0,-416.0,32937.255,32937.255
1393992,189564,0.0,91,-782.0,-782.0,20.655,20.655
1783025,115791,1.0,3,-2805.0,-2804.0,12820.23,12820.23
1414551,212496,1.0,11,-541.0,-543.0,11189.97,11189.97
1480618,361437,0.0,18,-513.0,-513.0,122.31,122.31
1354906,338919,1.0,10,-2831.0,-2831.0,3323.115,3323.115
1416518,408966,0.0,5,-826.0,-826.0,6979.545,4500.0
2448236,351888,1.0,28,-84.0,-87.0,17847.0,17847.0
2224574,401195,1.0,1,-1434.0,-1446.0,6037.2,6037.2
2346058,250242,1.0,10,-2220.0,-2262.0,7114.365,7114.365
1135826,436695,1.0,12,-2228.0,-2227.0,10388.835,10388.835
2561238,222440,1.0,8,-2291.0,-2294.0,5246.01,5246.01
1503362,180825,1.0,7,-585.0,-622.0,7901.685,7901.685
2050110,423312,1.0,13,-744.0,-838.0,5781.645,5781.645
2702534,331933,0.0,73,-642.0,-642.0,51.525,51.525
2356801,152535,1.0,5,-673.0,-685.0,17001.0,17001.0
2613233,233501,1.0,12,-1397.0,-1380.0,37508.445,36378.0
1373293,325131,0.0,8,-140.0,-140.0,661.32,661.32
2317708,133216,1.0,1,-1928.0,-1932.0,13562.325,13562.325
2414357,390758,1.0,11,-1811.0,-1807.0,5294.475,4964.265
2611428,179215,1.0,52,-897.0,-888.0,13309.92,13299.84
2031216,415238,0.0,62,-1537.0,-1537.0,2530.215,2530.215
1011985,268858,0.0,32,-2713.0,-2713.0,900.0,900.0
2760859,290298,1.0,9,-1090.0,-1098.0,9191.655,9191.655
2089424,327574,1.0,7,-1939.0,-1933.0,3710.565,3710.565
1974865,384183,0.0,4,-2804.0,-2807.0,6750.0,6750.0
2316000,130368,1.0,1,-771.0,-779.0,26472.24,26472.24
1339068,112462,1.0,4,-852.0,-871.0,21313.215,21313.215
1127430,249566,1.0,3,-2877.0,-2877.0,9258.435,9258.435
1665596,171354,1.0,15,-1228.0,-1244.0,12280.5,12280.5
1082532,445292,1.0,7,-969.0,-988.0,10561.41,10561.41
1672484,344140,2.0,5,-684.0,-689.0,13424.625,13424.625
1267302,238453,0.0,84,-141.0,-141.0,2100.915,2100.915
2103586,266094,1.0,6,-1967.0,-1971.0,7790.4,7790.4
